filepath,duration,analyse_formants,analyse_zero_crossing,analyse_harmonics,get_number_sylls,get_number_words,pauses,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,analyse_mfcc,mean_spectral_rolloff,get_energy,label
dwarf_fighter_27,2.64707483,"[940.1311682892506, 2074.563555955727, 2980.171118983468, 3629.597063545243]",0.209090523,3.044537022,3.399979441,2.266652961,2.644428454,106.0089842,396.5842256,0.171191694,0.043940062,-0.029543875,-12.828096,2603.270635,0.022028338,dwarf_f
dwarf_fighter_28,3.294965986,"[575.8191010695112, 1585.205079563793, 2576.8629017874377, 3491.9149281548807]",0.120206591,7.189195084,4.248905773,3.338425964,0.910479808,130.5178611,98.49574503,0.113762633,0.025819383,-0.017055661,-8.047991,1635.99269,0.008156466,dwarf_f
dwarf_fighter_29,3.157913832,"[531.9436687222384, 1542.5583752332627, 2326.154211980073, 3103.2954888801546]",0.106274236,9.188658348,2.849982767,2.216653263,0.949994256,126.4842878,375.8883737,0.145058701,0.027260479,-0.053301595,-13.614034,1387.162658,0.030175764,dwarf_f
dwarf_fighter_3,4.455963719,"[683.8829510890721, 1711.2307120657802, 2712.0571574377527, 3561.6956298020987]",0.112752279,6.330300115,3.590693509,2.244183443,0.897673377,121.5414982,146.3369254,0.127326422,0.034631987,-0.011570468,-8.706146,1605.625534,0.006870189,dwarf_f
dwarf_fighter_30,3.436553288,"[561.8638418654957, 1516.8141457680342, 2558.0376514951195, 3389.957805628295]",0.076381607,6.910639922,3.782860008,2.327913851,0.581978463,101.2394567,519.3726689,0.105148492,0.022253289,-0.069438409,-12.300511,888.9310901,0.032275613,dwarf_f
dwarf_fighter_31,2.482267574,"[836.3444993009064, 1825.0112747889216, 2755.367195315975, 3514.780810322816]",0.081629673,6.757102666,3.625717105,2.417144736,1.611429824,120.2159756,469.7546746,0.145590652,0.031044227,-0.013240876,-9.429648,1404.186213,0.005184611,dwarf_f
dwarf_fighter_32,8.59138322,"[692.2591874729624, 1597.432976050968, 2653.5380667195604, 3505.50097670965]",0.163774269,5.064908745,2.095122466,1.629539696,0.46558277,96.84684727,518.9407703,0.112379884,0.023816652,-0.056360752,-11.244148,1757.04553,0.067784764,dwarf_f
dwarf_fighter_33,2.728979592,"[651.7546225378388, 1736.7578275924732, 2651.683110330838, 3579.6240319554176]",0.115519895,7.790126988,3.664373317,2.565061322,1.099311995,103.2332122,86.25541283,0.12454567,0.024412771,-0.009161395,-9.730037,1727.309612,0.003522937,dwarf_f
dwarf_fighter_34,5.247709751,"[626.6689499605171, 1676.3383312292747, 2616.2177408085226, 3463.9991928944874]",0.143059953,6.975800788,3.811186394,3.048949115,1.143355918,100.0547891,177.2177183,0.114365339,0.027606416,-0.051173327,-11.738052,1739.778467,0.041155582,dwarf_f
dwarf_fighter_35,2.874104308,"[704.2977959185863, 1772.6362448336076, 2774.919849378057, 3725.9627505783205]",0.115336757,6.54983303,4.17521381,3.131410358,1.391737937,117.8750643,306.5046171,0.121793145,0.033357845,-0.01159491,-7.7975264,1698.778706,0.004314446,dwarf_f
dwarf_fighter_36,5.955918367,"[638.3633395349168, 1772.2219791503212, 2732.9859640330824, 3518.679973984897]",0.081012889,5.692012262,3.861705044,3.358004386,1.511101974,94.90858467,72.52382394,0.133965691,0.039786861,-0.031760469,-7.5072594,1107.745053,0.02664604,dwarf_f
dwarf_fighter_37,3.416507937,"[621.1753816297297, 1599.1914891042652, 2618.215441121012, 3567.553469514422]",0.079372097,3.907615111,3.219661773,2.048875674,2.341572198,110.8376654,500.8925348,0.138127755,0.04927463,-0.012980521,-7.948864,984.8530537,0.00613398,dwarf_f
dwarf_fighter_38,5.840544218,"[649.6094687659997, 1652.0313990724178, 2737.561213582742, 3604.0230283105147]",0.111632332,5.437451524,4.965290719,3.76677227,1.198518449,85.74838614,520.2380369,0.135676145,0.026390067,-0.022169833,-7.204442,1357.788086,0.017935633,dwarf_f
dwarf_fighter_39,6.013968254,"[712.4829165575744, 1758.1442361358766, 2775.2643178849607, 3629.322675977722]",0.127264874,4.21442863,2.494193412,1.662795608,1.330236486,106.282387,275.5012475,0.143077747,0.037212601,-0.022492646,-7.9147387,1592.628831,0.022692694,dwarf_f
dwarf_fighter_4,5.526349206,"[653.869331879401, 1711.753984122842, 2796.138075296428, 3181.96488491905]",0.151814608,6.788743231,3.438074449,2.895220588,1.085707721,117.8191071,496.8790111,0.094611661,0.027838982,-0.071942917,-12.269641,1786.30984,0.054454592,dwarf_f
dwarf_fighter_40,7.785124717,"[631.6975751889696, 1677.4550615098335, 2748.252093489004, 3325.905051735213]",0.09517706,5.824829114,4.110403001,3.082802251,1.412951032,102.7936869,131.4384049,0.141183029,0.028289447,-0.003393025,-15.283955,1238.639832,0.003913169,dwarf_f
dwarf_fighter_41,6.51324263,"[635.6749189149228, 1684.3980014155916, 2637.0219318922477, 3582.3259239350186]",0.106723337,7.204006307,4.145400614,3.377733834,0.921200136,120.6165082,107.6022604,0.137748729,0.031036657,-0.005607036,-13.04988,1451.53713,0.005075843,dwarf_f
dwarf_fighter_42,9.067437642,"[674.7671904838122, 1729.7694200275234, 2680.1574540379747, 3638.263867532585]",0.094950098,4.232382836,3.970250629,2.977687972,2.426264273,112.8249136,86.98200279,0.146861274,0.04686992,-0.000728053,-14.247165,1274.589394,0.000825416,dwarf_f
dwarf_fighter_43,4.606031746,"[710.64458909975, 1832.0244309718075, 2858.0723649071315, 3741.9642317376474]",0.1350159,3.815580035,5.427665587,3.039492729,0.868426494,90.98573137,83.2120541,0.192389289,0.051755932,-0.007382872,-7.442213,1903.524336,0.005368634,dwarf_f
dwarf_fighter_44,4.992335601,"[686.5989036508554, 1717.2366289529414, 2747.395211820232, 3693.0642025620396]",0.119088632,3.73508019,2.203377513,2.203377513,1.80276342,88.87613059,521.0574311,0.152804001,0.030431998,-0.011759649,-8.542738,1458.924357,0.009564808,dwarf_f
dwarf_fighter_45,5.027120181,"[592.1160220274841, 1583.996243823602, 2641.3694987183467, 3588.485353417314]",0.074646277,6.21760277,3.779499856,2.188131495,1.19352627,89.98831082,86.95846677,0.125536455,0.027264863,-0.020118082,-7.698362,893.0821573,0.012870485,dwarf_f
dwarf_fighter_46,6.044807256,"[609.9712033316999, 1739.810158378199, 2695.85946310652, 3593.9427784278696]",0.081376467,6.184866873,3.143193686,1.654312466,2.150606206,92.3120352,78.65461049,0.145265941,0.034867667,-0.016670056,-8.086037,1003.604021,0.012750259,dwarf_f
dwarf_fighter_47,3.859365079,"[577.2868080718058, 1499.1226569591324, 2554.2751558715954, 3476.657974192616]",0.07337376,4.794550293,4.6639796,3.109319733,1.295549889,87.26328526,462.2052864,0.164742057,0.02533827,-0.016649794,-7.2822104,869.5158998,0.008299332,dwarf_f
dwarf_fighter_48,3.274058957,"[743.3960349166729, 1769.8036261546893, 2722.32542938767, 3747.371541309701]",0.14369567,3.24410094,2.748881471,1.527156373,1.832587647,101.5548408,513.1955824,0.137645513,0.030402736,-0.011622439,-8.886207,1922.141663,0.005824944,dwarf_f
dwarf_fighter_49,6.060453515,"[684.1441924327447, 1706.5898170728333, 2758.058949502006, 3436.2387369685357]",0.111859271,5.308243422,3.465087216,2.640066451,0.990024919,111.2021614,93.07542664,0.143680607,0.031447462,-0.003057773,-15.319342,1392.713334,0.002812374,dwarf_f
dwarf_fighter_5,5.138049887,"[595.2353223885173, 1741.3891513146316, 2532.951161373255, 3581.112767077227]",0.10538737,9.013306974,3.697901036,2.140890074,0.973131852,129.6910203,135.7970236,0.121540784,0.025248046,-0.033649559,-6.9533863,1423.228331,0.022414439,dwarf_f
dwarf_fighter_50,3.939591837,"[606.1669972219225, 1655.16240369554, 2673.0617649638357, 3625.113862073272]",0.117698759,6.428946745,5.076668048,3.553667634,2.792167426,93.69557279,103.3103949,0.147789272,0.028989425,-0.001825961,-14.558499,1542.410673,0.001047011,dwarf_f
dwarf_fighter_6,4.783310658,"[718.2115277767823, 1722.8592701959576, 2631.97443887451, 3376.556808397121]",0.153376925,6.370540559,3.972144266,2.508722694,1.881542021,142.7546358,189.1199531,0.127311961,0.033992586,-0.059749513,-13.633399,1889.564581,0.045384577,dwarf_f
dwarf_fighter_7,3.628752834,"[689.4226450632146, 1780.5590441820148, 2764.221931561262, 3703.2588074264777]",0.141007539,5.814721787,4.133651611,2.480190967,0.551153548,127.3275998,474.1547324,0.156269961,0.034792864,-0.017201478,-7.7276125,1987.775241,0.00921057,dwarf_f
dwarf_fighter_8,3.773877551,"[722.8971253458457, 1853.2624607517505, 2635.2674497997405, 3582.2845365417943]",0.080662265,6.987818877,2.649794506,2.914773956,1.324897253,134.2368183,138.3631968,0.13209071,0.027827866,-0.019548795,-6.6921268,1304.21195,0.010539181,dwarf_f
dwarf_fighter_9,4.252789116,"[649.6676293784774, 1765.9502812970463, 2631.5121924480145, 3460.0460897040266]",0.157863451,5.650005073,4.232516476,2.821677651,0.940559217,109.8451328,68.97329643,0.150666725,0.02414071,-0.01543539,-6.939227,2189.891649,0.012972865,dwarf_f
elf_ranger_1,4.86462585,"[659.7824490150073, 1887.09328218986, 2916.2709361871034, 4196.842755101949]",0.093922061,12.61986622,3.494616138,2.877919172,1.438959586,165.2528493,130.3613299,0.12713351,0.022997112,-0.003374476,-14.047441,1205.808105,0.002067293,elf_ran
elf_ranger_10,3.532154195,"[629.4957467858638, 1779.498660362528, 2736.533618382459, 3558.369838078852]",0.10378051,10.95883829,4.529813569,3.114246829,1.132453392,145.5905877,148.1627531,0.110130006,0.033371997,-0.048810221,-8.454761,1302.266199,0.020819723,elf_ran
elf_ranger_11,6.687346939,"[727.903066914423, 1836.2234711357341, 2775.529861789303, 3521.29258031682]",0.163751622,6.507084464,2.093505859,1.794433594,1.04675293,131.6371632,187.3498187,0.139094092,0.035942937,-0.057576694,-12.114972,2067.522792,0.058187588,elf_ran
elf_ranger_12,7.128435374,"[693.3166005416745, 1867.5928304932097, 2994.3680388659, 4133.641881045599]",0.160891058,12.5174104,3.366797725,2.525098294,1.823682101,346.7160073,303.4786198,0.090697125,0.013849559,-0.011437897,-14.150879,2072.02721,0.011329569,elf_ran
elf_ranger_13,4.458231293,"[782.1769613939118, 1890.359704039283, 2972.7097832446448, 3773.7045393848634]",0.153110326,7.941157167,3.588867188,2.467346191,1.121520996,175.8766304,231.6006623,0.13676485,0.032694696,-0.060458225,-16.136185,1946.80239,0.038778422,elf_ran
elf_ranger_14,3.186938776,"[672.2950978120664, 1707.4206833092023, 2777.8801948585883, 3510.0966949880694]",0.082922894,6.326564711,4.706711066,3.451588115,0.941342213,125.9593876,519.6271704,0.161166645,0.030131151,-0.029775255,-5.5126414,936.0701851,0.010146809,elf_ran
elf_ranger_15,1.9969161,"[662.6286828683035, 1527.3937201428507, 2858.9654884888027, 3376.095707601365]",0.105289152,7.498992393,4.006177326,3.50540516,1.502316497,127.4601393,94.62825391,0.109396469,0.027140663,-0.043902046,-14.258733,1301.026232,0.014791343,elf_ran
elf_ranger_16,5.201269841,"[795.8422242342215, 2000.2081923690248, 3028.2519776431923, 3728.419643479987]",0.184754774,6.517223078,3.268432617,2.691650391,1.345825195,149.682219,511.2600651,0.10134224,0.026183113,-0.057016253,-14.1990185,2394.779297,0.043862021,elf_ran
elf_ranger_17,3.213061224,"[935.5581742356993, 2102.3502856860473, 3243.2382428831047, 3954.8392803953043]",0.063989433,13.06330545,3.734756098,2.801067073,1.556148374,161.9976003,483.1147914,0.106464432,0.041015984,-0.022278883,-8.166217,1008.962244,0.009492666,elf_ran
elf_ranger_18,5.851428571,"[667.8953710266804, 1780.7289701555796, 2720.9704809384775, 3427.2368260740996]",0.150502563,8.349914641,3.247070313,2.563476563,0.512695313,125.9164577,441.083295,0.110092034,0.026045655,-0.051916958,-12.780344,1937.988281,0.04587233,elf_ran
elf_ranger_19,7.151746032,"[659.5453623381851, 1763.3049705085664, 2804.552499834051, 3547.1757320522465]",0.139917071,6.963126716,3.775301847,2.796519886,0.838955966,117.4499941,507.1643335,0.115950787,0.031661005,-0.053365726,-12.3632345,1695.966228,0.057485567,elf_ran
elf_ranger_2,2.481405896,"[786.2067479308439, 1976.58184191257, 2962.1457965521176, 3807.9455934734574]",0.078992041,10.37664426,3.626976149,2.417984099,0.8059947,174.0955155,139.7952348,0.168410327,0.023685384,-0.106985342,-5.1411943,1102.117635,0.029000926,elf_ran
elf_ranger_20,4.551111111,"[604.3043592304862, 1789.8124620963865, 2824.5504721461016, 3530.378921877089]",0.140662179,8.296614396,4.39453125,3.295898438,0.439453125,120.1190466,492.7273688,0.111823738,0.031719161,-0.072936931,-11.49469,1777.964883,0.042543328,elf_ran
elf_ranger_21,7.105306122,"[628.3081580978907, 1807.939242029666, 2708.4810289245465, 3522.8669427432674]",0.170715531,10.93136066,1.970358456,1.266659007,0.844439338,123.2662618,138.3955224,0.09324854,0.024831943,-0.057164656,-10.545838,1857.361516,0.06600841,elf_ran
elf_ranger_22,5.758548753,"[700.7059027371623, 1864.0736128409294, 2726.044434873662, 3608.518107522744]",0.156628467,8.986432573,2.778477823,2.083858367,0.86827432,137.1470415,200.2842369,0.118153534,0.030052707,-0.047358966,-11.35285,2060.874553,0.056800494,elf_ran
elf_ranger_23,4.904671202,"[666.4363136056579, 1893.1058152452624, 2854.929802283285, 3952.9947186809363]",0.120796635,11.62619228,3.058308984,2.446647187,1.427210859,253.8544322,297.9789132,0.157276976,0.034919609,-0.015024706,-14.096173,1659.377073,0.010423576,elf_ran
elf_ranger_24,3.575873016,"[697.4453733811908, 1678.2924384664184, 2586.635434661303, 3502.101925823224]",0.20811807,9.68089679,3.915127841,2.516867898,0.838955966,134.1582566,88.97256682,0.114633214,0.032670135,-0.067058014,-12.943285,1970.288086,0.033494706,elf_ran
elf_ranger_25,5.29414966,"[703.6638036895639, 1830.0242038758963, 2786.85085390758, 3512.489751348075]",0.225089127,9.624242486,3.966642681,2.455540707,1.13332648,109.5257743,77.6114699,0.093187011,0.030340385,-0.065468172,-10.344031,2153.179265,0.048974882,elf_ran
elf_ranger_26,7.89478458,"[684.3813144023595, 1809.9731918996147, 2732.820056999745, 3437.9212134507443]",0.226735761,8.988087393,4.686638327,2.786649816,0.886661305,112.7793506,165.3659201,0.119952452,0.032661708,-0.063879964,-10.900935,2009.565659,0.075183366,elf_ran
elf_ranger_27,2.86244898,"[636.2246017105392, 1756.4655235712091, 2616.1039224731394, 3644.7060352195426]",0.087418095,9.768711117,5.240268074,3.493512049,1.048053615,115.0938572,68.52499994,0.123620691,0.030695863,-0.064449498,-7.3685894,963.6108398,0.021213471,elf_ran
elf_ranger_28,5.712108844,"[680.8823112371822, 1725.6805167325876, 2737.4738196385806, 3579.027015953484]",0.149093813,9.175403427,1.050400152,1.050400152,1.050400152,144.6604337,506.9229616,0.09261254,0.023219077,-0.047473149,-15.395362,1922.949911,0.044238812,elf_ran
elf_ranger_29,6.315827664,"[679.1495382311927, 1826.9409237555303, 2808.9376352896434, 3541.110738937246]",0.181742574,7.073307766,1.108326631,0.79166188,0.949994256,129.0758186,134.6259084,0.092296147,0.023917957,-0.0424,-13.029789,2340.809044,0.050307301,elf_ran
elf_ranger_3,3.562176871,"[638.1467254832415, 1765.4490040841788, 2607.087522588867, 3628.415217808679]",0.136411196,7.55016166,4.210908258,2.807272172,1.122908869,127.6236316,484.78295,0.138633894,0.030974063,-0.074889045,-5.3602653,1633.517179,0.032497327,elf_ran
elf_ranger_30,5.154829932,"[655.5122380159929, 1601.560743290809, 2795.166491605047, 3538.5020372099434]",0.136812903,9.663723182,3.879856419,2.13392103,0.775971284,142.6182154,156.8420253,0.10228579,0.027281013,-0.074158991,-13.046162,1649.414391,0.049620328,elf_ran
elf_ranger_31,0.939229025,"[578.678974934437, 1882.639991762622, 2658.447580861798, 3645.3843561773465]",0.099537919,5.494915318,4.258812168,3.194109126,1.064703042,112.7352441,107.870331,0.16298554,0.043091779,-0.085745667,-8.074837,1322.716392,0.009398286,elf_ran
elf_ranger_32,1.658185941,"[697.6871481665763, 1923.8634660562361, 2886.826430816821, 3533.635085073438]",0.154771593,4.542103731,4.221480732,2.412274704,0.603068676,141.4194781,88.04866344,0.140215458,0.031623783,-0.059528929,-5.2021875,2033.093262,0.012068326,elf_ran
elf_ranger_33,1.327256236,"[790.3858890348188, 1909.9736792419208, 2943.7092079807967, 3681.873012553956]",0.078689049,10.75666874,4.520604114,4.520604114,1.506868038,184.9210965,121.7669234,0.099893234,0.030280197,-0.062610152,-9.827855,985.7009362,0.009485834,elf_ran
elf_ranger_34,4.702086168,"[671.8251732475369, 1851.7648484155281, 2921.205549396295, 4029.4224411056525]",0.141892607,12.66806822,3.615416518,3.190073398,2.977401838,339.8913114,379.3810256,0.128384869,0.022344289,-0.010180794,-14.268492,1968.431775,0.006876568,elf_ran
elf_ranger_35,4.791292517,"[751.0104857697393, 1884.272825285466, 2769.8520334229324, 3493.200478058534]",0.117814953,9.361422377,4.382950931,3.548103135,1.043559746,127.4242204,503.1866361,0.139760948,0.030078732,-0.027322183,-8.10398,1420.879331,0.014965435,elf_ran
elf_ranger_36,1.906122449,"[768.624254617806, 1967.071926917538, 3014.434015767545, 4048.337742823851]",0.165209667,7.94832856,4.197002141,4.197002141,0.524625268,176.4998487,231.8792546,0.146747547,0.046051003,-0.075792356,-7.9041333,1904.002141,0.017250466,elf_ran
elf_ranger_37,3.047891156,"[648.5163765123632, 1748.2817650479908, 2717.3242435697102, 3606.3037928742046]",0.111165365,7.407927538,4.59333988,3.609052763,0.984287117,141.211412,110.7553476,0.130366449,0.02809256,-0.046269225,-7.24699,1365.237704,0.016597156,elf_ran
elf_ranger_38,8.962902494,"[707.1705705266704, 1885.7184071547028, 2968.0701917325796, 4102.936028967356]",0.123111222,13.46323591,2.342991014,1.561994009,1.561994009,302.9725212,422.5762413,0.126068421,0.024037627,-0.009060297,-14.597799,1761.688658,0.012697563,elf_ran
elf_ranger_39,5.869569161,"[699.8349336677127, 1996.636959311682, 2992.8220817885085, 4137.4378725250335]",0.153771924,10.101338,5.792588701,4.599996909,2.214813327,286.4620502,322.0901564,0.139748113,0.024308141,-0.002924649,-17.360975,2171.704391,0.003030363,elf_ran
elf_ranger_4,3.554058957,"[577.9739373818138, 1714.8860463256883, 2544.979781141281, 3638.086444713527]",0.100826907,9.486673427,4.50189493,2.813684331,0.281368433,118.2070846,106.5470397,0.116881195,0.029906138,-0.099609922,-5.7692347,1187.472257,0.042949953,elf_ran
elf_ranger_40,5.166439909,"[757.940552685396, 1871.1198854453369, 2975.5014521980925, 4104.500435339445]",0.107141606,10.93080887,3.484023876,2.709796348,1.93556882,194.6713916,203.154175,0.132679827,0.018707994,-0.003404597,-13.628885,1511.3798,0.002564644,elf_ran
elf_ranger_41,6.350702948,"[716.2478647427367, 1827.8036157917556, 2965.941644490546, 4095.3500371781292]",0.092165759,14.50310501,2.361943256,1.889554605,0.629851535,241.2546809,245.5268755,0.104663065,0.017053107,-0.017412805,-14.59125,1293.839013,0.016641571,elf_ran
elf_ranger_42,10.09306122,"[724.9512895155342, 1903.422787610946, 3040.8766382582207, 4166.9987117177725]",0.111833244,11.05198688,3.170494985,2.377871239,0.891701715,211.2038861,289.3887641,0.132533133,0.030356808,-0.002689388,-14.506393,1565.587621,0.003426431,elf_ran
elf_ranger_43,7.662585034,"[786.8542960791267, 1796.3975404806886, 2951.4107296032075, 3996.661103752305]",0.083487243,11.75136516,2.610085227,2.088068182,0.91352983,206.1729783,164.9540702,0.129784561,0.025203575,-0.005093223,-14.28125,1156.938019,0.005635709,elf_ran
elf_ranger_44,3.483038549,"[523.0326873831008, 1814.715299998275, 2868.031845826946, 4073.0714043026483]",0.060624483,16.94187258,4.593690186,3.158162003,0.86131691,179.9621313,141.1403431,0.100680376,0.019431979,-0.006946852,-14.991861,838.7253919,0.003170308,elf_ran
elf_ranger_45,8.122312925,"[609.7098141398133, 1743.8422171446941, 2869.94548193208, 4094.0343683132924]",0.086209542,13.41574975,3.447293925,2.462352803,1.600529322,176.6747559,224.835625,0.123213326,0.025737591,-0.005826929,-14.845373,1126.863281,0.005739538,elf_ran
elf_ranger_46,4.109977324,"[658.4710647183545, 1850.241163116129, 2936.043484180922, 4149.231814735678]",0.082511302,10.05572788,3.406344828,1.946482759,1.216551724,173.0460998,452.4065254,0.116728215,0.031926894,-0.007831153,-13.604747,1195.576666,0.003984257,elf_ran
elf_ranger_47,7.049342404,"[612.9168290378229, 1953.5653172470218, 2983.698634183695, 4138.060737916]",0.092200028,12.24037024,3.546430088,2.695286867,1.276714832,163.6157172,137.6357258,0.100460361,0.023818323,-0.008012251,-13.122289,1238.05293,0.006468013,elf_ran
elf_ranger_48,5.410294785,"[589.2381299119012, 1801.9334525303243, 2888.370098891426, 3983.377598690398]",0.126176883,11.9382641,5.544984367,4.066321869,1.108996873,261.7705892,482.169826,0.098090161,0.016044445,-0.012100218,-14.613381,1721.045861,0.009283557,elf_ran
elf_ranger_49,2.847346939,"[747.3000896742458, 1824.4124739680665, 2798.684949208938, 3509.1644665300078]",0.028320313,16.47447799,3.512041284,2.809633028,1.053612385,134.5279575,499.4771387,0.08702996,0.025153936,-0.049559806,-5.3974104,671.6433641,0.01694042,elf_ran
elf_ranger_5,2.220408163,"[726.7803849237149, 1830.7327969853436, 2732.9448457801846, 3577.148086617394]",0.108220418,13.10871679,4.053308824,2.702205882,2.251838235,137.4285121,499.0360448,0.110495336,0.032607144,-0.011487675,-10.844237,1377.676392,0.002676528,elf_ran
elf_ranger_50,2.067936508,"[532.3028573952581, 1788.0578985169534, 2596.4019833074185, 3500.243076318218]",0.071381293,9.823408769,7.737181455,6.770033773,0.967147682,139.0987869,125.0810202,0.114631477,0.033175421,-0.034591535,-8.939041,854.6289063,0.008064462,elf_ran
elf_ranger_6,2.563265306,"[737.5605443992322, 1891.8592677789252, 2773.953886794567, 3671.0134493270334]",0.130265519,6.504001922,5.851910828,3.511146497,0.390127389,122.9495628,497.9347417,0.155096439,0.03355154,-0.04525303,-3.5939438,1862.816063,0.013490644,elf_ran
elf_ranger_7,2.538276644,"[651.4047723400129, 1901.9921483155952, 2760.4891189563486, 3467.3862217727515]",0.089493075,9.911312474,3.939680895,4.333648984,0.787936179,142.8632504,105.1909023,0.141364077,0.030687272,-0.060638807,-5.740716,1236.397372,0.017549684,elf_ran
elf_ranger_8,3.49138322,"[601.0348601647602, 1820.3817463030466, 2625.157685945565, 3580.973314486211]",0.141000103,6.337622035,5.155549782,3.150613756,0.859258297,130.3412192,105.1491885,0.119133366,0.02634984,-0.039531743,-6.5957756,1730.927282,0.017655482,elf_ran
elf_ranger_9,2.136417234,"[557.4891418445698, 1645.8937424546473, 2581.5963034521983, 3480.961656098516]",0.064174857,9.888545639,5.148806997,2.80844018,0.468073363,129.177475,503.0509502,0.095687882,0.033300022,-0.066965988,-6.1831174,902.5422127,0.016745665,elf_ran
human_scholar_1,7.945351474,"[678.754439560901, 1696.2838118293546, 2781.863842328797, 3588.100455426925]",0.117883621,11.52925325,4.027512201,3.272353663,1.636176832,130.191306,301.4794777,0.118750239,0.032150843,-0.050300088,-15.2326,1416.891044,0.046723651,human_s
human_scholar_10,6.532970522,"[633.5586133208976, 1596.7039185232848, 2650.10440556977, 3614.7714410704116]",0.113345315,8.089699509,3.367533946,2.449115597,2.296045872,138.9887188,520.5145067,0.145705455,0.032361149,-0.001495733,-17.148365,1566.044195,0.001378241,human_s
human_scholar_11,7.839138322,"[816.0671265155535, 1935.4254639867281, 3068.8486615348393, 3801.2708706134526]",0.120122966,8.639777366,4.082081306,2.168605694,2.423735775,147.4512935,499.9640547,0.139218306,0.031850345,-0.001332335,-16.052599,1680.927705,0.001470076,human_s
human_scholar_12,7.729342404,"[750.6953193039641, 1792.1443361010395, 2854.676671056728, 3525.540103074862]",0.156701623,12.4518272,3.363804919,2.458165133,1.164394011,133.2465951,190.3611767,0.110806978,0.026600515,-0.036933439,-17.284782,1927.803658,0.034380591,human_s
human_scholar_13,1.875464853,"[655.3884212584917, 1868.4337949215485, 2817.5840978106057, 3884.2181845949176]",0.085328655,7.10643546,5.332011414,4.265609131,1.066402283,169.9515634,434.2917795,0.143005087,0.02969429,-0.015885512,-11.549096,1250.653754,0.003914161,human_s
human_scholar_14,4.836961451,"[570.2396574996739, 1574.7022861150338, 2499.5027079921974, 3444.9665495671425]",0.070814799,11.17944321,3.928085884,2.894379073,1.447189536,148.1645809,435.4800675,0.135435444,0.029436411,-0.006972333,-14.434054,933.9640494,0.004262143,human_s
human_scholar_15,4.019954649,"[601.6164446936706, 1418.307789980217, 2523.9645093588606, 3552.835332549434]",0.079828372,10.28544218,0.746277076,0.497518051,0.497518051,123.50287,158.5983605,0.120782338,0.022846725,-0.023390681,-11.107916,1035.511938,0.012116179,human_s
human_scholar_16,4.691337868,"[660.2271678818543, 1716.8759442547462, 2697.2620555146946, 3539.894012968275]",0.091450508,12.95532675,4.050017401,2.771064537,1.705270485,135.3577827,74.84843491,0.110274658,0.025669829,-0.003734917,-16.492805,1321.905307,0.001925423,human_s
human_scholar_17,3.575918367,"[597.37600451622, 1635.242802522714, 2690.2931523199372, 3742.1528834576948]",0.077526462,12.77636224,4.474375071,2.237187536,0.559296884,118.4152482,149.5415607,0.106954443,0.022966792,-0.022088304,-12.618961,1141.259766,0.009269082,human_s
human_scholar_18,4.458231293,"[564.5018265661598, 1484.439638536683, 2545.8889530106667, 3529.7052492241455]",0.06251012,11.94904483,4.486083984,3.813171387,1.345825195,113.4248017,88.2591741,0.115271388,0.029516215,-0.011232074,-12.562329,823.8960543,0.006053841,human_s
human_scholar_19,3.176689342,"[597.6425781457963, 1478.5935183596764, 2530.1108284170277, 3467.9454920418984]",0.09345418,12.06675879,5.036690175,4.092310767,2.203551952,111.330089,69.93895584,0.112953085,0.02605043,-0.01236825,-11.982245,1225.977988,0.00455315,human_s
human_scholar_2,3.158684807,"[635.7230874991909, 1587.2829833901126, 2666.5328636059935, 3452.734260037635]",0.102988139,13.55438917,3.79904952,2.84928714,0.94976238,104.0633673,74.09128692,0.087870534,0.020489158,-0.034420446,-13.489516,1223.148808,0.012962214,human_s
human_scholar_20,3.797460317,"[506.4198636730321, 1357.1922586466608, 2394.3883832465494, 3379.3439531901554]",0.070208294,14.26024589,4.740010032,3.423340578,1.053335563,123.5967202,84.39411681,0.105455115,0.020430087,-0.031886467,-11.822702,875.7711271,0.014524442,human_s
human_scholar_21,7.187346939,"[679.3744014822203, 1815.2880980461218, 2823.0008070180734, 4049.563966882663]",0.09164724,13.63034762,4.174001931,3.060934749,0.973933784,160.3391472,116.0212706,0.109524648,0.023006406,-0.007309308,-16.343575,1344.817997,0.006322778,human_s
human_scholar_22,5.297369615,"[699.9494204950863, 1797.1259934092434, 2817.1756145741765, 3525.782203173687]",0.13279331,11.60364273,5.663187994,4.153004529,1.510183465,134.9712763,156.7177557,0.096980968,0.027307241,-0.036914912,-15.498685,1631.163645,0.023439162,human_s
human_scholar_23,8.268027211,"[642.7335889397955, 1677.5294516610686, 2705.8806801749474, 3519.328994314058]",0.120922783,12.60872797,5.079809116,3.023695903,0.725687017,117.6946001,249.0678739,0.099527564,0.027004116,-0.045261464,-13.754844,1470.7419,0.043998737,human_s
human_scholar_24,3.456326531,"[548.5371690862027, 1751.781526863848, 2557.6163036579287, 3390.1306477722114]",0.067608929,11.5932014,4.629192253,4.050543222,0.578649032,116.3381968,511.3707009,0.118050139,0.028971437,-0.054933132,-5.2398086,892.977598,0.020215274,human_s
human_scholar_25,3.092834467,"[582.4581707717934, 1654.0482355207776, 2597.3192445615678, 3370.249237616542]",0.076328562,8.948468603,4.849920084,3.556608062,0.323328006,127.263164,514.2045645,0.138260377,0.035910799,-0.046984877,-3.7282417,1063.724165,0.015922262,human_s
